content,docs,etc,howto,name,purpose,service,target
"
								- 방문 및 우편접수: (우)150-869 서울특별시 영등포구 은행로 54 신한빌딩 북한이탈주민지원재단5층 자립지원부 영농사업담당자 ,- 신청기간: 매년 3월 말~ 4월 초
							",,,"
								- 공통서류,ㆍ영농실습지원: 확약서 1부(홈페이지 양식1 다운로드),ㆍ표준개인정보조회 동의서 1부(홈페이지 양식2 다운로드),ㆍ주민등록등본 1부(전입기록 포함), 가족관계증명서 1부, 출입국 사실에 관한 증명서 1부,ㆍ북한이탈주민확인서 1부, 영농실습지원신청서 1부(홈페이지 양식3 다운로드),ㆍ창업농 운영자금 지원, 안정적 영농기반 구축 및 안정적인 지역사회 정착유도, 농촌정착 커뮤니티형성 지원은 홈페이지 참조 ,- 추가서류,ㆍ영농실습지원 우대서류: 영농종사경험 확인서(홈페이지 양식6 다운로드) 농업관련 교육이수실적 증빙서류, 보호담당관이장하나센터장 등 추천서,ㆍ창업농 운영자금 지원 우대서류는 홈페이지 참조
							",," 
								- 영농실습지원: 공고일 현재 만 25세 ~ 만 70세 미만인 북한이탈주민 중 영농희망자 ,- 창업농 운영자금 지원: 공고일 현재 만 25세 ~ 만 70세 미만인 북한이탈주민 ,- 안정적 영농기반 구축 및 안정적인 지역사회 정착유도: 공고일 현재 만 25세 ~ 만 70세 미만인 북한이탈주민 자 중 농협, 축협, 수협, 제1금융권 등을 이용하여 정책자금, 또는 담보대출로 농지 및 농가주택을 본인명의로 취득한 자 중 아래 해당자 ,- 농촌정착 커뮤니티형성 지원: 공고일 현재 만 25세 ~ 만 70세 미만인 북한이탈주민 영농
							",영농정착,"
								- 영농실습지원: 실습농가(월40만)와 실습자(월80만)에 실습수당 제공 ,- 창업농 운영자금 지원: 비료, 사료, 연료비, 소규모 시설 개보수 등 영농운영비용을 공급업자를 통해 현물지원 (최대 1,000만원 한도) ,- 안정적 영농기반 구축 및 안정적인 지역사회 정착유도: 대출 이자의 50%를 연간 300만원 범위 내 최대 3년간 지원 (분기별 지급) ,- 농촌정착 커뮤니티형성 지원: 집들이 행사비용 최대 50만원 사후 지원 (사후 정산)
							"
"
								- 전화접수 : 02-3215-5777,- 연락처와 창업관련 문의사항을 말하면 창업컨설턴트와 연결
							",,,,," 
								- 예비창업자 ,- 기 창업자 경영개선
							",창업지원,"
								- 예비창업자 지원,* 신규창업 컨설팅: 예비창업자들에 대해 초기 상담 단계부터 전문가 매칭을 통한 1:1 컨설팅,* 창업자금 마련지원(햇빛플러스 통장),- 기 창업자 경영개선 지원,* 경영컨설팅 지원: 기 창업기업에 대한 경영진단과 애로사항 해결을 위한 맞춤형 컨설팅 지원,* 홍보 및 마케팅 지원: 기 창업자를 대상으로 홍보 및 환경개선 지원,* 창업관련 상담: 창업관련 컨설턴트를 위촉하여 창업상담 실시
							"
"
								- 인터넷 접수: http://www.familynet.or.kr/program/program/list.do ,- 홈페이지에서 권역별 지역센터 공고 확인
							",,,"
								,
							",," 
								- 중년 대상
							",중년기 가족교육,"
								- 중노년기에 나타나는 신체적, 심리적 변화에 대한 지식 ,- 중노년기 부부관계 및 부모자녀관계의 변화에 대한 이해를 통해 이를 극복하는 방법을 제시하고 가족원들과의 원만한 관계를 형성할 수 있도록 도움 ,- 노년생활을 위한 경제 준비 교육 등
							"
"
								- 인터넷 접수: http://www.familynet.or.kr/program/program/list.do ,- 홈페이지에서 권역별 지역센터 공고 확인
							",,,"
								,
							",," 
								- 아동/청소년 자녀를 둔 부모 대상
							",아동/청소년기 가족교육,"
								- 부모로서의 어려움을 해결할 방법을 찾는데 도움이 되는 교육
							"
"
								- 홈페이지에서 권역별 지역센터 공고 확인
							",,,"
								,
							",," 
								- 노년 대상
							",노년기 가족교육,"
								- 건강하고 신나는 노년기 생활을 하는데 도움을 주기 위한 프로그램,- 노년기의 가족관계, 죽음준비, 건강한 생활, 알뜰한 소비 등
							"
"
								- 4월 중 공고 확인 ,- 이메일 접수: 20773992@daum.net ,- 팩스 접수: 02-712-2333 ,- 우편 접수: 서울 마포구 공덕동 456번지 한국사회복지협의회 심평원 캠프 담당자
							",,,"
								- 신청(추천)서 및 환아 명의 주민등록등본 또는 가족관계증명서 제출
							",," 
								- 저소득 가정 희귀난치질환, 소아암 환아(5세~14세) 가족
							",새생명 환아 가족캠프,"
								- 제주특별자치도 일원(숙소: 제주롯데호텔) ,- 건강기원 나무심기 행사(미로공연 메이즈랜드), 마술공연 등 ,- 참가비용: 전액 무료
							"
"
								- 홈페이지 공고시 신청,ㆍ우편 접수: (121-020) 서울특별시 마포구 만리재로 14(공덕동 456번지) 한국사회복지회관 5층,ㆍ이메일 접수: 20773992@daum.net,ㆍ팩스 접수: 02-712-2333
							",,,"
								- 공통서류,ㆍ신청서(개인의 경우) 1부, 추천서(기관의 경우) 1부, 및 가족관계증명서(환아명의) 1부,- 추가서류,ㆍ기초생활수급자, 차상위가정, 다문화, 한부모가정의 경우 부 또는 모 명의의 증명서 제출,ㆍ일반 가정의 경우 최근 3개월분 부와 모의 건강보험료 납부 확인서 사본 각 1부 제출
							",," 
								- 희귀난치질환 및 소아암, 백혈병 환아(5~14세) 및 가족(18~20가족)
							",S-OIL과 함께하는 햇살나눔 캠프,"
								- 환아 가족 정보교류 프로그램, 에코랜드 테마파크, 토피어리만들기 체험, 돌고래 및 바다표범 공연, 미니카트레이싱체험, 레크레이션 등(제주도 2박 3일 캠프)
							"
"
								- 진료병원 사회사업팀(실) 의료사회복지사를 통해 신청/방문 및 우편접수(등기)
							","
								,
							",,"
								- 공통서류,* 진료비 지원 대상자 추천서,개인정보 수집이용제공 동의서, 진료비지원 임상 소견서 (본회 서식), 건강보험증 또는 의료보호증 사본, 주민등록등본 1부, 환아 사진 및 편지 1부 ,- 추가서류,* 홈페이지 참조
							",," 
								- 만 24세 이하에 희귀난치질환을 진단받은 환아
							",희귀난치성질환 경제적지원,"
								- 1인당 최고 500만원까지 지원
							"
"
								- 기타 접수: 진료병원 사회사업팀(실) 의료사회복지사를 통해 신청/방문 및 우편접수(등기) ,- 매월 1회 신청접수
							","
								,
							",,"
								- 공통서류 ,ㆍ진료비 지원 대상자 추천서, 개인정보 수집이용제공 동의서,ㆍ진료계약병원진단서(본회 진료계약병원 발행): 급성임파구성백혈병, 비림프구성백혈병 및 기타종양, 재생불량성 빈혈, 조혈모세포이식,ㆍ건강보험증 또는 의료보호증 사본,ㆍ주민등록등본 1부, 환아 사진 및 편지 1부 ,- 추가서류,ㆍ홈페이지 참조
							",," 
								- 소아암ㆍ백혈병을 앓고 있는 만 24세 이하의 환아
							","소아암,백혈병 경제적지원","
								-  500만원 ~ 2,000만원(지원개시일로부터 3년간 지원),ㆍ조혈모세포이식은 3,000원 지원
							"
"
								- 매년 8월 중 모집공고 참조,- 우편접수: 서울시 강남구 역삼동 681-47 앨트웰빌딩 3층
							",,,,," 
								- 4년제 대학 1학년 2학기 재학중인 자,- 총 15학점 이상 이수하고, 평균 성적 A 이상인 자,- 향후 공직, 언론, 연구 및 기타 전문직 진출 희망자,※ 위 3개 항목 모두에 해당하는 자에 한함
							",장학사업,"
								- 등록금 전액 + 면학보조금(매월 35만원),- 졸업때까지 장학금 지원
							"
"
								- 인터넷 접수: http://www.kosaf.go.kr/,- 매년 2월, 8~9월
							",,,"
								- 홈페이지 참조
							",," 
								- 1,2유형 : 대한민국 국적을 소지한 국내 대학의 소득 8분위 이하(연 환산소득 7071만원 이하) 대학생으로 최소한의 성적기준을 충족하는 경우에 지원 ,* 다자녀 : 대한민국 국적을 소지한 국내대학의 소득8분위 이하, `93.1.1.이후 출생자, 1~4학년 셋째 이상 대학생으로써 성적 우수자(`14년 입학, 미혼),- 지방인재장학금 : 기존 장학 선발자 중 계속지원 요건 충족자로 국가장학금 신청절차(가구원 동의, 서류 제출)를 완료하여 소득수준이 파악된 학생(세부요건 홈페이지 참조)
							","국가장학금(Ⅰ,Ⅱ유형)","
								- 국가장학금1 유형, 다자녀 국가장학금 : 소득분위별로 해당 학기 등록금 필수경비를 초과하지 않는 범위에서 차등지원,- 국가장학금2 유형 : 등록금 필수경비 범위 내에서 지원금액 결정,- 지방인재장학금 : 지원기간 내 등록금 필수경비 전액 지원, · 등록금 필수경비-입학금, 수업료
							"
"
								- 인터넷 접수: http://www.itsupporters.com,- 전화 접수: 1577-0080,- 연중접수
							",,,"
								,
							",," 
								- 자격제한 없음
							",IT역기능 예방,"
								- 인터넷 중독 자가 진단 및 예방 특강,- 사이버범죄 예방, 보이스피싱 예방, 개인정보 보호,- 유해 사이트 차단, PC 사용시간 통제 프로그램 활용법,- 부모와 자녀가 함께하는 IT교실
							"
"
								- 인터넷 접수: ,- 전화 접수: 1577-0080,- 연중 접수
							",,,"
								,
							",," 
								- 자격제한 없음
							",최첨단 IT기기활용,"
								- 스마트폰 이용방법,- 스마트폰을 활용한 SNS서비스,- 태블릿 PC 이용방법
							"
"
								- 인터넷 접수: www.itsupporters.com ,- 전화 접수: 1577-0080 ,- 연중접수
							",,,"
								,
							",," 
								- 자격제한 없음
							",실생활용IT기기활용,"
								- 인터넷(뱅킹, 쇼핑, 예약) ,- 전자민원서류 발급 ,- 공인인증서발급 ,- 이메일, 메신저 활용
							"
"
								- 전화 문의 : 032-765-2714,- 연중 수시 접수
							",,,,," 
								- 다문화 가정
							",다문화가정 전통문화체험,"
								- 전통문화체험 지원
							"
"
								- 온라인 파일첨부: http://www.sdream.or.kr ,- 우편 제출: 서울특별시 용산구 후암로 107 게이트웨이타워 20층 ,- 매년 5월 공고
							",,,"
								- 지원자(학생): 나의 꿈, 나의 미래, 주민등록등본, 경제상황증빙서류
							",," 
								- 꿈장학, 하이원-꿈장학, SOS장학 해당 장학생
							",꿈키움장학,"
								- 사제동행프로그램: 멘토와 장학생이 함께하는 멘토링 활동 프로그램 지원,- 자기개발활동지원: 장학생의 진로 개발 및 자기계발 활동 지원,- 금액미정
							"
"
								- 인터넷 접수 : ,- 전화 접수 : 1577-0080,- 연중 접수
							",,,"
								,
							",," 
								- 제한없음
							",맞춤형IT교육,"
								- 컴퓨터 및 프린터 사용법 ,- 인터넷 정보 검색 ,- UCC, 디지털 앨범 제작 ,- 한글, 엑셀, 파워포인트 활용법 ,- 홈페이지, 블로그 제작 ,- 디지털 카메라, MP3, 휴대폰 활용
							"
"
								- 공고 참조
							","
								,
							",,"
								- 매년 6~7월 홈페이지 공고 참조(,)
							",,"
								- 산림청 녹색사업단의 복권기금을 지원받아 임업인 및 산림분야 종사자 자녀(고등학생, 대학생), 한국산림과학고등학교 학생 등을 대상으로 자질향상과 능력개발을 위한 녹색장학사업을 실시하여 임업인들의 복지증진을 도모
							",녹색장학사업," 
								- 선촌생태마을 거주 임업인의 자녀, 국유림 및 민유림 영림단의 자녀(고등학생, 대학생), 산림청 지원 특성화 고등학교 학생(한국산림과학고등학교, 청주농업고등학교 산림환경자원학과) ,- 고등학생: 현재 재학생으로, 학교생활을 성실하게 임하는 자 ,- 대학생: 현재 재학생으로, 직전학기 12학점 이상 취득하고, 평균성적이 80점 이상인 자
							"
"
								- 방문 접수 : 남북하나재단 취업지원센터,- 전화 접수 : 02-3215-5881~4,- 연중 수시 접수
							",,,,," 
								- 구직자
							",취업지원센터,"
								- 취업교육: 이력서, 자기소개서 지도, 현장체험 교육, 직업상담사 자격증반 운영 ,- 알선상담,ㆍ알선상담: 개인별 맞춤 컨설팅으로 적합한 기업체 알선,ㆍ일자리발굴: 기업체 설명회, 취업박람회 운영, 중견기업 협력사 채용 연계 등 ,- 사후관리: 사후지원 ,- 정부지원,ㆍ취업장려금: 3년간 근속 시 수도권 1,650만원, 지방 1,950만원 지원,ㆍ직업훈련 및 장려금: 훈련비 전액 지원 및 훈련 이수 시 장려금 지원,ㆍ자격취득 장려금: 자격증 취득 시 200만원 지원,ㆍ고용지원금(채용기업주에 지급): 최대 4년, 월 50만원 한도 임금지원
							"
"
								- 인터넷 접수: http://www.familynet.or.kr/program/program/list.do ,- 홈페이지에서 권역별 지역센터 공고 확인
							",,,"
								,
							",," 
								- 소득기준에 상관없이 만 18세 미만의 모든 장애아가족으로 돌봄서비스를 받지 않는 가정도 참여가능,- 단, 돌봄서비스를 받는 가정을 우선 지원
							",장애아동 휴식지원,"
								- 가족관계 회복 및 돌봄 노동 분담을 위해 가족상담서비스를 포함하여 시행기관에서 진행되는 가족교육, 상담문화 프로그램을 함께 하고 있음,- 장애아가족 상담서비스, 생활지도 등 자조모임 결성 지원등을 통해 양육의 어려움을 경감하고 정보를 공유함
							"
"
								- 전화 문의: 1577-6635,- 연중 수시 접수
							",,,,," 
								- 1998년 이후 보호결정을 받은 북한이탈주민으로서 법적인 혼인관계가 인정되는 서류 제출자,- 하나원 수료 이후 배정된 주택에 입주하지 못한 북한이탈주민
							",주택 미배정자 공동생활시설,"
								- 임시적으로 거주할 수 있는 공동생활시설 운영지원,- 취업 및 생활 정보교육, 심리상담 등의 프로그램을 운영하면서 지역 특성을 고려한 취업 및 인턴십 체험 제공
							"
